结算项目名称,剂型名称,规格,首先自负比例,医疗项目编码,目录等级,药品名称,生产厂家
西药,片剂,0.3mg,0.0%、0.0%、0.0%,8.69009E+13,甲类,硫酸阿托品片,天津力生制药股份有限公司（国药准字H12020926）
西药,注射剂,10ml,5.0%、10.0%、0.0%,8.69032E+13,乙类,门冬氨酸钾镁注射液,国药集团容生制药有限公司（国药准字H20023067）
中草药,,,0.0%、0.0%,31200244,甲类,牛膝,
中成药,片剂,每片重0.42g(含发酵虫草菌粉0.25g),5.0%、10.0%、0.0%,8.69053E+13,乙类,金水宝片,江西济民可信药业有限公司（国药准字Z20163112）
西药,缓释片,10mg,0.0%、0.0%、0.0%,8.69055E+13,甲类,硝苯地平缓释片（I)[10mg*64],贵州圣济堂制药有限公司
西药,片剂,10mg,5.0%、10.0%、0.0%,86901645000670-2,乙类,来氟米特片,苏州长征-欣凯制药有限公司（国药准字H20000550）
西药,片剂,75mg,0.0%、0.0%、0.0%,86900100000040-2,甲类,双氯芬酸钠缓释片,北京诺华制药有限公司（国药准字H10980297）
西药,注射剂,10ml:0.1g,0.0%、0.0%、0.0%,8.6903E+13,甲类,氨甲苯酸注射液,辅仁药业集团有限公司
西药,片剂,醋酸环丙孕酮 2mg和炔雌醇0.035mg,5.0%、10.0%、0.0%,8.69818E+13,乙类,炔雌醇环丙孕酮片,Bayer Weimar GmbH und Co. KG（H20170210）
西药,注射剂,1.0g（按C15H17N7O5S3计）,5.0%、10.0%、0.0%,8.6979E+13,乙类,注射用头孢美唑钠,大熊制药株式会社（国药准字J20120003）
西药,滴眼剂,5ml,100.0%、100.0%、100.0%,8.69041E+13,丙类,复方硫酸软骨素滴眼液,山东博士伦福瑞达制药有限公司（国药准字H20040653）
中成药,片剂,每片重0.25g（糖衣片）,0.0%、0.0%、0.0%,8.69057E+13,甲类,消炎利胆片,云南金柯制药有限公司（国药准字Z53020252）
西药,胶囊剂,0.1g（按C16H15N5O7S2计算）,5.0%、10.0%、0.0%,86902770001976-1,乙类,头孢克肟胶囊,石药集团欧意药业有限公司（国药准字H20041669）
中成药,水丸,每20粒重1g,100.0%、100.0%、0.0%,8.69041E+13,丙类,白带丸,山东孔圣堂制药有限公司
中成药,薄膜衣片,每片重0.5g,0.0%、0.0%、0.0%,8.69034E+13,甲类,银花泌炎灵片,吉林华康药业股份有限公司（国药准字Z19991090）
中成药,颗粒剂,每袋装10g,100.0%、100.0%、100.0%,8.69054E+13,丙类,小儿康颗粒,江西佑美制药有限公司（国药准字Z19993388）
西药,气雾剂,"每瓶总量14.7g,内含布地奈德20mg,每瓶100揿,每揿含布地奈德200ug",5.0%、10.0%、0.0%,8.69008E+13,乙类,布地奈德气雾剂,上海上药信谊药厂有限公司（国药准字H20010552）
西药,软胶囊,0.1g,5.0%、10.0%、0.0%,86904052000042-1,乙类,维生素E软胶囊（天然型）,青岛双鲸药业有限公司（国药准字H20043134）
西药,片剂,"0.3g
",100.0%、100.0%、100.0%,8.69001E+13,丙类,鞣酸蛋白片,"北京市燕京药业有限公司
"
西药,注射剂,0.125g（12.5万单位）（按C38H72N2O12计）,5.0%、10.0%、0.0%,8.69037E+13,乙类,注射用乳糖酸阿奇霉素,哈药集团制药总厂（国药准字H20031173）
中草药,,,0.0%、0.0%,31200806,甲类,紫苏叶,
中成药,胶囊剂,每粒装0.3g,5.0%、10.0%,86905883001291-1,乙类,复方伤痛胶囊,甘肃省西峰制药有限责任公司
西药,胶囊剂,1mg,5.0%、10.0%、0.0%,8.69011E+13,乙类,他克莫司胶囊,"Astellas Ireland Co.,Ltd.（国药准字J20150102）"
西药,片剂,50mg,5.0%、10.0%、0.0%,8.69014E+13,乙类,比卡鲁胺片,CORDEN PHARMA GMBH（国药准字J20150050）
西药,注射剂,4mg,5.0%、10.0%、0.0%,8.69058E+13,乙类,注射用盐酸溴己新,海南葫芦娃药业集团股份有限公司
中成药,注射剂,每支装50ml,0.0%、0.0%、0.0%,8.69023E+13,甲类,参附注射液,华润三九(雅安)药业有限公司（国药准字Z20043117）
西药,胶囊,"每粒含对乙酰氨基酚250毫克,咖啡因15毫克,马来酸氯苯那敏1毫克,人工牛黄10毫克",100.0%、100.0%、100.0%,8.69028E+13,丙类,氨加黄敏胶囊,石药集团欧意药业有限公司
中成药,颗粒剂,每袋装10g,100.0%、100.0%、100.0%,8.69015E+13,丙类,川芎清脑颗粒,济川药业集团有限公司（国药准字Z20060177）
西药,注射剂,以C9H13NO2计1ml:10mg,0.0%、0.0%、0.0%,8.69001E+13,甲类,重酒石酸间羟胺注射液,北京市永康药业有限公司（国药准字H11020586）
中成药,颗粒剂,每袋装5g,100.0%、100.0%、100.0%,8.69048E+13,丙类,小儿化痰止咳颗粒,福建省泉州罗裳山制药厂
西药,片剂,2mg,0.0%、0.0%、0.0%,8.6905E+13,甲类,盐酸苯海索片,湖南中南制药有限责任公司（国药准字H43021062）
西药,注射剂,2ml:0.25g,5.0%、10.0%、0.0%,8.69047E+13,乙类,十一酸睾酮注射液,浙江仙琚制药股份有限公司（国药准字H10900063）
西药,片剂,0.1g,0.0%、0.0%、0.0%,8.69041E+13,甲类,阿昔洛韦片,山东罗欣药业集团股份有限公司（国药准字H20003177）
西药,片剂,复方,100.0%、100.0%、100.0%,8.69034E+13,丙类,复方脑蛋白水解物片,吉林省长源药业有限公司
西药,注射剂,3ml:300单位（笔芯）,0.0%、0.0%、0.0%,8.69786E+13,甲类,精蛋白锌重组人胰岛素注射液,Lilly France（S20160048）
中草药,,,0.0%、0.0%,31200084,,决明子,
西药,滴眼液,8ml:24mg（2.4万单位）,5.0%、10.0%、0.0%,8.69059E+13,乙类,妥布霉素滴眼液,宁夏康亚药业
西药,薄膜衣片,0.1g,0.0%、0.0%、0.0%,8.69042E+13,甲类,盐酸小檗碱片,山东新华制药股份有限公司（国药准字H37022447）
西药,片剂,0.2g,5.0%、10.0%、0.0%,8.69023E+13,乙类,胞磷胆碱钠片,四川梓橦宫药业股份有限公司（国药准字H20060389）
中成药,片剂,每片含总黄酮醇苷9.6mg、萜类内酯2.4mg,5.0%、10.0%、0.0%,8.69016E+13,乙类,银杏叶片,南京易亨制药有限公司（国药准字Z20063958）
中草药,,,0.0%、0.0%,31200439,甲类,诃子肉,
中草药,,,0.0%、0.0%,31200249,甲类,化橘红,
西药,片剂,10mg,0.0%、0.0%、0.0%,8.69041E+13,甲类,氯雷他定片,青岛双鲸药业有限公司（国药准字H20040498）
西药,片剂,0.4g/3片,10.0%、20.0%、0.0%,8.69809E+13,乙类,莫西沙星,四川国为制药
西药,注射剂,500ml:3.2g（以含氮量计）,100.0%、100.0%、100.0%,8.69019E+13,丙类,聚明胶肽注射液,武汉华龙生物制药有限公司（国药准字H42020002）
中成药,片剂,每片重0.3g,0.0%、0.0%、0.0%,8.6904E+13,甲类,舒筋活血片,山东宏济堂制药集团股份有限公司（国药准字Z37020153）
西药,胶囊剂,0.1g,0.0%、0.0%、0.0%,8.6979E+13,甲类,熊去氧胆酸软胶囊,"Daewoong Pharmaceutical Co., Ltd.（H20130433）"
西药,注射液,2ml:15mg*10支,5.0%、10.0%、0.0%,8.69047E+13,乙类,盐酸氨溴索注射液,浙江康恩贝制药股份有限公司
医院制剂,,,5.0%、10.0%,c1300094,,颅痛消胶囊,
中成药,胶囊剂,每粒装0.37g,5.0%、10.0%、0.0%,8.69034E+13,乙类,消栓通络胶囊,吉林省东北亚药业股份有限公司（国药准字Z10940067）
西药,注射剂,80mg（以C10H11N4NaO5S计）,5.0%、10.0%、0.0%,8.69058E+13,乙类,注射用卡络磺钠,海南伊顺药业有限公司（国药准字H20064084）
西药,胶囊剂,0.4mg,5.0%、10.0%、0.0%,8.69056E+13,乙类,草乌甲素软胶囊,昆药集团股份有限公司（国药准字H20031060）
中成药,胶囊剂,每粒装0.35g,0.0%、0.0%、0.0%,8.69042E+13,甲类,冠心苏合胶囊,烟台万润药业有限公司
西药,胶囊剂,左旋多巴200mg与苄丝肼50mg（相当于盐酸苄丝肼57mg）,0.0%、0.0%、0.0%,8.69007E+13,甲类,多巴丝肼胶囊,上海福达制药有限公司（国药准字H31020890）
西药,注射剂,10ml:0.1g,0.0%、0.0%、0.0%,86902499000564-1,甲类,丙泊酚乳状注射液,西安力邦制药有限公司（国药准字H20010368）
中成药,贴膏剂,药芯袋：每贴装1.2g  润湿剂：每袋装2. 5ml,5.0%、10.0%、0.0%,86905742000038-3,乙类,消痛贴膏,西藏奇正藏药股份有限公司（国药准字Z54020113）
西药,注射剂,多肽8.75mg: 次黄嘌呤1.25mg,100.0%、100.0%、100.0%,8.6905E+13,丙类,注射用肌氨肽苷,湖南五洲通药业有限责任公司（国药准字H20051815）
西药,口服溶液剂,复方,5.0%、10.0%、0.0%,8.69001E+13,乙类,氨咖愈敏溶液,北京九龙制药有限公司
中成药,合剂,每支装10ml,5.0%、10.0%、0.0%,86901453000244-2,乙类,蒲地蓝消炎口服液,济川药业集团有限公司（国药准字Z20030095）
中成药,搽剂,每瓶装50ml,100.0%、100.0%、100.0%,8.6905E+13,丙类,雪上花搽剂,株洲康圣堂药业有限公司（国药准字Z20020138）
中成药,片剂,素片重0.5g,5.0%、10.0%、0.0%,8.6905E+13,乙类,肝复乐片,康哲(湖南)制药有限公司（国药准字Z10940066）
西药,注射剂,3ml:300单位（笔芯）,0.0%、0.0%、0.0%,8.69015E+13,甲类,重组人胰岛素注射液,Lilly France（国药准字J20170043）
医院制剂,,,10.0%、5.0%,c1300103,,益肾解毒合剂,
西药,注射剂,10ml:1g,0.0%、0.0%、0.0%,8.69019E+13,甲类,浓氯化钠注射液,湖北科伦药业有限公司（国药准字H20153225）
西药,胶囊剂,30mg,5.0%、10.0%、0.0%,8.69045E+13,乙类,格列齐特缓释胶囊,杭州国光药业股份有限公司（国药准字H20070261）
西药,滴眼液,10毫升:盐酸萘甲唑林0.2毫克、马来酸氯苯那敏2毫克和维生素B1 21毫克,100.0%、100.0%、100.0%,8.69053E+13,丙类,萘敏维滴眼液,江西闪亮制药有限公司(国药准字H20064223)
西药,颗粒剂,5g,100.0%、100.0%、100.0%,8.69015E+13,丙类,甘草锌颗粒,江苏瑞年前进制药有限公司（国药准字H32022277）
西药,注射剂,2ml:4mg,5.0%、10.0%、0.0%,8.69041E+13,乙类,氢溴酸高乌甲素注射液,辰欣药业股份有限公司（国药准字H20023150）
中成药,片剂,每片重0.6g,0.0%、0.0%、0.0%,86900963000805-2,甲类,癃清片,天津中新药业集团股份有限公司隆顺榕制药厂（国药准字Z10920030）
西药,片剂,50mg,5.0%、10.0%、0.0%,86901198000059-1,乙类,盐酸曲马多片,卫材(辽宁)制药有限公司
西药,片剂,10mg,5.0%、10.0%、0.0%,8.69787E+13,乙类,盐酸羟考酮缓释片,BARD PHARMACEUTICALS LIMITED（国药准字J20140125）
中成药,片剂,每片重0.28g,0.0%、0.0%、0.0%,8.69043E+13,甲类,复方丹参片,安徽九方制药有限公司
西药,片剂,10mg,100.0%、100.0%、100.0%,8.69792E+13,丙类,长春西汀,匈牙利吉瑞大药厂
西药,注射剂,40mg（以奥美拉唑计）,5.0%、10.0%、0.0%,8.69029E+13,乙类,注射用奥美拉唑钠,晋城海斯制药有限公司（国药准字H20053446）
西药,注射剂,2.0g（200万单位）,100.0%、100.0%、100.0%,8.69042E+13,丙类,注射用磺苄西林钠,瑞阳制药有限公司（国药准字H20063805）
西药,片剂,0.25g（按环丙沙星计）,0.0%、0.0%、0.0%,8.69041E+13,甲类,盐酸环丙沙星片,山东健康药业有限公司（国药准字H37022727）
西药,口服溶液剂,复方,0.0%、0.0%、0.0%,86901554000310-1,甲类,复方甘草口服溶液,南京白敬宇制药有限责任公司（国药准字H32024075）
西药,注射剂,3ml:300U,5.0%、10.0%、0.0%,8.69002E+13,乙类,谷赖胰岛素注射液,Sanofi-Aventis Deutschland GmbH（国药准字J20150062）
西药,注射剂,250ml:辅酶Q10 5mg与氯化钠2.25g,100.0%、100.0%、100.0%,8.6901E+13,丙类,辅酶Q10氯化钠注射液,西南药业股份有限公司（国药准字H20061135）
西药,注射剂,1ml:1mg,0.0%、0.0%、0.0%,8.69045E+13,甲类,高三尖杉酯碱注射液,杭州民生药业有限公司（国药准字H33020007）
中成药,颗粒剂,每袋装6g,100.0%、100.0%、100.0%,86900166001487-1,丙类,羚羊清肺颗粒,北京同仁堂股份有限公司同仁堂制药厂（国药准字Z11020164）
西药,片剂,50mg,5.0%、10.0%、0.0%,86900811000087-1,乙类,盐酸伊托必利片,"MYLAN EPD G.K.,KATSUYAMA PLANT（国药准字J20160075）"
中成药,咀嚼片,每片重1.1g,100.0%、100.0%、100.0%,8.69045E+13,丙类,脑得生咀嚼片,芜湖绿叶制药有限公司（国药准字Z20073179）
西药,片剂,5mg,0.0%、0.0%、0.0%,8.6903E+13,甲类,尼可地尔片,山西鑫煜制药有限公司
西药,注射剂,"250mg,并配有25ml:0.468g（0.167mol",5.0%、10.0%、0.0%,8.69014E+13,乙类,注射用右雷佐生,江苏奥赛康药业股份有限公司（国药准字H20061157）
西药,注射剂,2mg（以瑞芬太尼计）,5.0%、10.0%、0.0%,8.69014E+13,乙类,注射用盐酸瑞芬太尼,江苏恩华药业股份有限公司（国药准字H20143315）
西药,注射液,2ml︰40mg,5.0%、10.0%,8.69032E+13,乙类,盐酸川芎嗪注射液,河南利欣制药股份有限公司
西药,无菌针剂,2g（C25H27N9O8S2 1.0g与C8H11NO5S 1.0g）,5.0%、10.0%、0.0%,8.69041E+13,乙类,注射用头孢哌酮钠舒巴坦钠,山东罗欣药业集团股份有限公司（国药准字H20033159）
中成药,浓缩丸,每8丸重1.44g(每8丸相当于饮片3g),0.0%、0.0%、0.0%,86900169002788-1,甲类,六味地黄丸(浓缩丸),北京同仁堂科技发展股份有限公司制药厂（国药准字Z19993068）
西药,颗粒剂,0.156g,0.0%、0.0%、0.0%,8.69028E+13,甲类,阿莫西林克拉维酸钾颗粒,石药集团中诺药业(石家庄)有限公司
医院制剂,,,5.0%、5.0%,31300075,,补骨脂酊,
中成药,水蜜丸,每100粒重10g,0.0%、0.0%、0.0%,8.69002E+13,甲类,六味地黄丸,北京同仁堂股份有限公司同仁堂制药厂（国药准字Z11020911）
中草药,,,0.0%、0.0%,31200615,甲类,重楼,
中成药,薄膜衣片,每片重0.6g,5.0%、10.0%、0.0%,86904034000466-1,乙类,养心氏片,上海医药集团青岛国风药业股份有限公司（国药准字Z37021102）
西药,胶囊,0.25g,0.0%、0.0%、0.0%,8.69058E+13,甲类,阿莫西林胶囊,海口市制药厂有限公司
西药,注射剂,20mg,5.0%、10.0%、0.0%,8.69029E+13,乙类,注射用环磷腺苷,山西普德药业有限公司（国药准字H20043617）
西药,注射剂,40mg,5.0%、10.0%、0.0%,8.69014E+13,乙类,注射用帕瑞昔布钠,江苏奥赛康药业有限公司
中成药,颗粒剂,每袋装8g(无蔗糖),100.0%、100.0%、100.0%,8.69042E+13,丙类,丹白颗粒,山东新时代药业有限公司（国药准字Z20090651）
西药,片剂,0.2g,100.0%、100.0%、100.0%,8.69042E+13,丙类,西咪替丁片,仁和堂药业有限公司（国药准字H37020806）
西药,胶囊剂,0.25g,0.0%、0.0%、0.0%,8.69013E+13,甲类,盐酸乙胺丁醇胶囊,沈阳红旗制药有限公司（国药准字H21021909）
中成药,胶囊剂,0.25g,5.0%、10.0%、0.0%,8.69045E+13,乙类,治伤胶囊,杭州朱养心药业有限公司（国药准字Z10920013）
西药,片剂,0.5g,5.0%、10.0%、0.0%,8.6903E+13,乙类,克拉霉素缓释片,河南福森药业有限公司（国药准字H20061104）
西药,片剂,5mg,5.0%、10.0%、0.0%,86902902000365-1,乙类,非洛地平缓释片,山西康宝生物制品股份有限公司（国药准字H10960179）
中成药,合剂,每支装10ml,5.0%、10.0%、0.0%,86904925001039-1,乙类,四磨汤口服液,湖南汉森制药股份有限公司
中成药,胶囊剂,每粒装0.25g,5.0%、10.0%、0.0%,8.69029E+13,乙类,心脑康胶囊,山西万辉制药有限公司
中成药,颗粒剂,每袋装6g,100.0%、100.0%、100.0%,86903373001011-1,丙类,疏清颗粒,吉林华康药业股份有限公司（国药准字Z10980132）
中成药,颗粒剂,每袋装3g,5.0%、10.0%、0.0%,8.69053E+13,乙类,红花逍遥颗粒,江西桔王药业有限公司（国药准字Z20090763）
中成药,浓缩丸,复方,0.0%、0.0%、0.0%,86904456000693-1,甲类,杞菊地黄丸,芜湖张恒春药业有限公司
西药,片剂,80mg,0.0%、0.0%、0.0%,8.69041E+13,甲类,格列齐特片,山东力诺制药有限公司（国药准字H37023778）
西药,注射剂,100ml:0.9g,0.0%、0.0%、0.0%,8.69041E+13,甲类,氯化钠注射液,山东齐都药业有限公司（国药准字H37020765）
中成药,片剂,每片含总黄酮醇苷19.2mg、萜类内酯4.8mg,5.0%、10.0%、0.0%,8.69052E+13,乙类,银杏叶片,广西亿康药业股份有限公司（国药准字Z20027940）
中成药,胶囊剂,每粒装0.3g,5.0%、10.0%、0.0%,8.69025E+13,乙类,心可舒胶囊,西安天一秦昆制药有限责任公司（国药准字Z20003250）
中成药,颗粒剂,每袋装3g,0.0%、0.0%、0.0%,86900042000023-1,甲类,补中益气颗粒,北京汉典制药有限公司（国药准字Z20040120）
中草药,,,0.0%、0.0%,31200131,,郁李仁,
中成药,薄膜衣片,每片重0.5g(薄膜衣),0.0%、0.0%、0.0%,8.69037E+13,甲类,牛黄降压片,哈药集团世一堂制药厂（国药准字Z20020004）
西药,片剂,0.1g,5.0%、10.0%、0.0%,8.69023E+13,乙类,维生素C片,四川依科制药有限公司（国药准字H51020251）
西药,注射剂,100ml:10g,0.0%、0.0%、0.0%,8.69041E+13,甲类,10%葡萄糖注射液,山东康宁药业有限公司
中成药,胶囊剂,每粒装0.3克,0.0%、0.0%、0.0%,8.69029E+13,甲类,藿香正气胶囊,山西振东开元制药有限公司
西药,注射剂,1.0mg,20.0%、30.0%,8.6904E+13,乙类,注射用硼替佐米,齐鲁制药有限公司
中成药,颗粒剂,每袋装15克,5.0%、10.0%、0.0%,8.69021E+13,乙类,荆防颗粒,九寨沟天然药业集团有限责任公司（国药准字Z51021290）
西药,片剂,25mg,0.0%、0.0%、0.0%,8.69042E+13,甲类,盐酸多塞平片,山东鲁抗医药集团赛特有限责任公司（国药准字H37020217）
西药,干混悬剂,1g:50mg（按C16H15N5O7S2计算）,5.0%、10.0%、0.0%,8.69005E+13,乙类,头孢克肟干混悬剂,深圳立健药业有限公司（国药准字H20041122）
中成药,片剂,每素片重0.3g,5.0%、10.0%、0.0%,8.69043E+13,乙类,华蟾素片,安徽华润金蟾药业股份有限公司（国药准字Z34020272）
西药,注射液,5ml:1g,0.0%、0.0%,8.69015E+13,甲类,维生素C注射液,江苏涟水制药有限公司
中成药,胶囊剂,每粒装0.5g,5.0%、10.0%、0.0%,86905523000295-1,乙类,全天麻胶囊,贵州盛世龙方制药股份有限公司（国药准字Z52020425）
西药,注射剂,10ml:10mg,0.0%、0.0%、0.0%,86900610000103-1,甲类,硝酸异山梨酯注射液,Ever Pharma Jena GmbH
西药,胶囊剂,复方,100.0%、100.0%、100.0%,8.6906E+13,丙类,复方银翘氨敏胶囊,新疆全安药业股份有限公司
西药,,片,50.00%,6050901,,办公室,
西药,注射剂,1.0g（以C22H22N6O5S2计）,5.0%、10.0%、0.0%,8.69017E+13,乙类,注射用硫酸头孢匹罗,国药集团致君(苏州)制药有限公司（国药准字H20055733）
中成药,胶囊剂,每粒重0.4g,5.0%、10.0%、0.0%,8.69042E+13,乙类,康尔心胶囊,威海诺达药业集团有限公司（国药准字Z10983016）
西药,片剂,5mg,0.0%、0.0%、0.0%,8.69041E+13,甲类,格列吡嗪片,山东鲁抗医药集团赛特有限责任公司（国药准字H20046471）
中草药,,,0.0%、0.0%,31200165,甲类,大皂角,
西药,注射剂,500ml:4.5g,0.0%、0.0%、0.0%,8.69041E+13,甲类,氯化钠注射液,青州尧王制药有限公司（国药准字H37021091）
中成药,胶囊剂,每粒装0.5g,5.0%、10.0%、0.0%,86901797000085-2,乙类,金刚藤胶囊,湖北福人药业股份有限公司（国药准字Z19991031）
